video_id,title_processed,view_count,engagement_rate,cluster,cluster_kmeans,cluster_hierarchical,virality_index,content_quality,freshness_score
2TAuFaaOjuc,falh crític python misantrop tecmund fal hack prévend gta xiaom 17t,11434,12.89899431569742,16,16,0,3.2247485789243546,8701.842596658711,0.9048374180359595
kjbLyJmVYio,xiaom 17t pro câm leic impression unboxing xiaom unboxing,2218,10.274898602974313,0,0,14,2.5687246507435777,5317.792697958101,0.9048374180359595
DQh4R6uBW-M,impressor rastr secret conseg ver,30087,8.677878223876629,5,5,12,1.7355756447753259,8947.459121564401,0.8751733190429475
C9RGaF7Vfv4,celul vir control netflix netflix jog assistênciatec,2477,3.954802259887006,0,0,14,0.6591337099811676,6961.474077326969,0.8464817248906141
j6FMPDRrJl0,dia bas fat rea conhec cas inspir film,5119,8.359375,10,10,1,1.3932291666666667,10152.149696101827,0.8464817248906141
us9hK3h6Psk,prepar bols iphon vai sub mil alex cheg brasil novidad uber black comfort,11636,12.62352840079058,0,0,0,1.8033612001129402,6888.958722354813,0.8187307530779818
prWiaTgVGr0,melhor moment seman redaçã,1795,5.289532293986636,0,0,7,0.7556474705695196,3959.3383814797135,0.8187307530779818
m7EDkTF_vZk,atençã uber black comfort receb mudanc,7968,7.66721044045677,0,0,14,1.09531577720811,3816.9445935343892,0.8187307530779818
hb97cHgwgm8,acess raiv goleir brasileir soc câm,21466,3.5869008245213587,10,10,14,0.5124144035030511,5373.3878034367535,0.8187307530779818
Na3R_kRV_HM,alex brasil process gam milionári ócul googl xreal prévend semmanual,2620,6.257153758107592,0,0,0,0.782144219763449,35677.55464630071,0.7918895663367816
SMVY304ANwU,gta prévend plot twist apple brasil chatgpt trabalh sozinh novidad firefox,13709,11.101385849744712,0,0,0,1.3876732312180886,7145.17964325643,0.7918895663367816
8FVHFlafM8Y,alex funcion disposit vej,2701,7.216876387860843,0,0,14,0.9021095484826055,8310.259679809069,0.7918895663367816
Wp9O14nyrJE,apple vai aument prec apple iphon macbook,4949,11.93939393939394,10,10,14,1.4924242424242424,6560.731326165053,0.7918895663367816
0pWGHdRbr8M,alex cheg brasil deix assistent inteligent,3167,4.892676767676768,0,0,14,0.6115845959595959,4630.623381793385,0.7918895663367816
EyDhQtsGt0Q,android cheg vírus atac 200 banc tax blusinh,16731,12.120487688262012,0,0,0,1.346720854251335,5165.392541370277,0.7659283383646487
9TXRxEQyFD4,tax blusinh pod volt 2027 entend acontec tecmund taxadasblusinh,4852,13.249536369256129,6,6,14,1.4721707076951256,2376.892190754,0.7659283383646487
dR-MJDMhOzU,manual agor nov horári anot semmanual podcast,966,6.8252326783867625,0,0,14,0.7583591864874183,7070.247109785202,0.7659283383646487
_6A--gPr0Qk,neym assin contrat vai estrel curt,3861,9.321595028482651,0,0,14,1.0357327809425168,2587.2442720422773,0.7659283383646487
wuQsxJbHi3Q,onde vei onde anda semp histór sab,19337,10.854276553935255,0,0,0,1.2060307282150284,7150.949682254214,0.7659283383646487
j68ZYx0EKYY,eua suspend poder med uso indev claud mythos,6382,10.433965220115931,0,0,14,1.043396522011593,5363.347215825226,0.7408182206817179
pkVI_RRq9dc,telegr vai pag milhã claud plan pag engan client ste playstation xbox,20822,10.814964222254238,0,0,0,1.0814964222254237,6066.188348632274,0.7408182206817179
I7c4B5sNk9M,android cheg agor usa apps android googl gemin,4369,10.434782608695652,0,0,14,1.0434782608695652,8820.504086613148,0.7408182206817179
rFuQ_nBkybQ,apple vai troc senh frac automat,2376,7.824989482541018,0,0,14,0.7824989482541017,20123.01100477327,0.7408182206817179
6bHVi2fhQVA,zagueir cab verd convoc linkedin,3514,8.563300142247511,0,0,14,0.856330014224751,21682.091136674626,0.7408182206817179
l5RQICAewPY,agor streaming warn paramount,3760,7.311885136931667,10,10,14,0.7311885136931668,8359.984494647118,0.7408182206817179
47GLO5xL3xc,grand hipocris apple sobr inteligent artificial iphon,4303,11.570631970260225,0,0,0,1.1570631970260223,1953.5636629498806,0.7408182206817179
g_ZVQ3GkCy8,fabl mythos anthropic desat após ordem eua,3196,11.698467313106036,0,0,14,1.1698467313106036,9979.92572804296,0.7408182206817179
TT76XNNUYNw,eua deslig claud mythos nubank disp alert engan streaming roku fox cazétv,16048,12.106673312979002,0,0,0,1.100606664816273,9394.034621392926,0.7165313105737893
dq3_7DKovy4,ameac cibernét global mes distânc diz relatóri,4,20.0,7,7,15,20.0,282.5843116615067,1.0
ykOt_Y9Rdq8,mart descobert nas reforc busc vid antig planet,383,14.322916666666666,7,7,15,14.322916666666666,7629.776414860681,1.0
PILzEaxuZBs,mart descobert nas reforc busc vid antig planet,220,19.004524886877828,7,7,15,19.004524886877828,11868.541089783283,1.0
w0z-HQOkkXQ,viv defes planetár proteg terr asteroid 26062026,0,200.0,7,7,15,200.0,565.1686233230134,1.0
v3cThBivDic,ibm anunc primeir chip arquitetur abaix nanômetr,673,20.178041543026705,7,7,15,20.178041543026705,9395.928362745099,1.0
kBGJT-2JRM0,consegu prev terremot destrut,4389,4.646924829157175,7,7,15,4.646924829157175,6154.058342850591,1.0
hsgQnPTCkVo,advog venc cas inédit tribunal inglês leandr alvareng,220,8.144796380090497,7,7,15,8.144796380090497,2401.966649122807,1.0
_d28FwgPy20,ibm lanc chip redefin futur comput,6956,9.343107661348284,7,7,15,9.34310766134828,6792.892107247758,1.0
pMkQqJ6NvwA,vid mart evident inédit encontr nas olhar digital news 25062026,4050,12.836336706985929,0,0,0,12.836336706985929,16075.907507854603,1.0
qC8f7g8Ufd8,ofert dia repetidor sinal smart,302,6.270627062706271,7,7,15,6.270627062706271,5369.101921568627,1.0
74rEhhqZzwg,doenc alzheim pod escond olhos,1973,12.76595744680851,7,7,15,12.76595744680851,14016.181858410733,1.0
LnnvDfsJFkc,foguet arranhacéu objet car construíd,2841,6.755805770584096,7,7,15,6.755805770584095,8807.211046783626,1.0
CM4aTbUVQEQ,incrível arqueólog descobr possível protótip stoneheng,914,6.0109289617486334,7,7,15,6.0109289617486334,15542.13714138287,1.0
OlZYvlDKGtk,foguet arranhacéu objet car construíd,1955,9.049079754601228,7,7,15,9.049079754601227,16484.084846921225,1.0
zGacXVZg7RI,opena entra disput chips desaf nvidiaopena entra disput chips desaf nvid,662,8.597285067873303,7,7,15,8.597285067873303,5180.7123804609555,1.0
pr5lQTSBdSI,incrível arqueólog descobr possível protótip stoneheng,1662,8.899579073962718,7,7,15,8.899579073962718,20769.946907120742,1.0
xg9SEmnGaQg,vacin contr herp pod reduz risc demênc,670,10.730253353204173,7,7,15,10.730253353204173,6593.633938768488,1.0
3cT7KYJw4eA,nest moment elon musk trilionári,6749,5.451851851851853,7,7,15,2.725925925925926,720.0465633682622,0.9672161004820059
wt7i07XqZXA,bloquei ômeg conhec fenômen caus calor record europ,49912,1.4845831747240197,0,0,0,0.7422915873620101,2993.6275516640867,0.9672161004820059
3_0BRGsOMXg,opena lanc inic encontr corrig bugs códig abert pen,3956,5.307050796057619,7,7,15,2.6535253980288096,6342.447883958262,0.9672161004820059
HiWbEbmgrrk,hollywood prend segred sucess gam cinem,1419,4.507042253521127,7,7,15,2.253521126760563,5840.075774337806,0.9672161004820059
mXtpXuoaobw,ofert dia iphon notebook galaxy watch,322,6.191950464396285,7,7,15,3.0959752321981426,5651.686233230134,0.9672161004820059
058UlplUTlo,opena lanc inic encontr corrig bugs códig abert pen,3370,5.280332245624444,7,7,15,2.640166122812222,3932.631670622635,0.9672161004820059
3vxYTB0HxlA,invest sam altman opena vir alvo investig,1039,11.057692307692308,7,7,15,5.528846153846154,16107.305764705883,0.9672161004820059
HLyDqINKtIg,europ apert cerc contr design viciant red met,673,16.023738872403563,7,7,15,8.011869436201781,4117.657112781955,0.9672161004820059
Kza9L_2I-q8,spotify ampli control parental cont gratuit,380,17.585301837270343,7,7,15,8.792650918635172,9325.282284829722,0.9672161004820059
e-rsWLnQcU0,dron vir ameac funcion sistem antidron,1165,8.404802744425385,7,7,15,4.202401372212694,6711.3774019607845,0.9672161004820059
-Oe-3TJA_Nk,dron vir ameac funcion sistem antidron,616,7.941653160453808,7,7,15,3.970826580226905,6782.023479876161,0.9672161004820059
1mVuVYmbRCw,canet emagrecedor pod cheg brev sus,869,4.137931034482759,7,7,15,1.3793103448275863,10173.035219814243,0.9355069850316178
zDnyHvvVro0,onu ped transparent sobr cust ambiental inteligent artificial,419,9.761904761904765,7,7,15,3.2539682539682535,1695.5058699690403,0.9355069850316178
-g9IVvubQnE,met lanc ócul inteligent barat acirr disput googl,16308,4.003924213624379,7,7,15,1.3346414045414596,7109.821281403509,0.9355069850316178
KLdU9ZbYZ4I,googl vai cri ferrament volt cinem pen,3079,8.116883116883116,7,7,15,2.7056277056277054,2801.270567774936,0.9355069850316178
euJJvhxqRhc,chin cri supercomput poder mund olhar digital news 23062026,12620,10.474605815703985,0,0,0,3.4915352719013284,10399.102669143447,0.9355069850316178
SWAM4xwnixc,ofert dia iphon notebook galaxy watch,562,2.4866785079928952,7,7,15,0.8288928359976317,3956.180363261094,0.9355069850316178
wRBp54oT6sk,mud merc trabalh adapt,1628,7.120933087783916,7,7,15,2.373644362594639,3850.211246388029,0.9355069850316178
QhbqsSc8VLQ,chips nvid abert nov acord bilionári spacex,3166,8.241237764445849,7,7,15,2.7470792548152825,14524.833619401445,0.9355069850316178
T7Bb65NAYpk,nuremberg film abord julgament nazist cheg prim vid,428,23.07692307692308,7,7,15,7.6923076923076925,6782.023479876161,0.9355069850316178
NZWzT48VKVA,nio volt sin aparec espac,14524,4.117039586919105,7,7,15,1.3723465289730348,7076.894065957734,0.9355069850316178
kQVxUnDM_g0,whatsapp sob nov direçã mir futur,9638,6.795310716879345,7,7,15,2.2651035722931145,7132.428026336429,0.9355069850316178
ivtqep4OPtU,whatsapp sob nov direçã mir futur,1070,7.096171802054155,7,7,15,2.365390600684718,5157.163687822497,0.9355069850316178
hYvN0OGO3tc,instagr quer desafi netflix prim vid novidad tvs,274,8.363636363636363,7,7,15,2.090909090909091,6499.439168214654,0.9048374180359595
aZzbzUNPK0U,chatgpt vai mud respost,5538,5.32587109586568,7,7,15,1.3314677739664198,3063.2139384107327,0.9048374180359595
6vs7RdJ2qiA,açõ spacex despenc bols valor,2816,5.786297479588214,7,7,15,1.4465743698970537,2156.5644837325513,0.9048374180359595
bCMAvvwpu4w,sab sobr alert fals emit defes civil,785,8.015267175572518,7,7,15,2.00381679389313,3334.4948776057795,0.9048374180359595
OQ4O6dmMQsQ,nio invern esper dess combin brasil,17724,2.7926657263751764,7,7,15,0.698166431593794,10499.094040962134,0.9048374180359595
GxnDwKzDwFk,jam webb detect vent assassin pod apag galáx olhar digital news 22062026,6320,10.39392501186521,0,0,0,2.5984812529663026,12113.447493223255,0.9048374180359595
gk8chz1zbKs,ofert dia notebook caix som portátil,1091,2.197802197802198,7,7,15,0.5494505494505495,6782.023479876161,0.9048374180359595
I-LV4gAQn8A,chin receb tecnolog proib empres pronunc sobr suspeit,12931,9.317970924837612,7,7,15,2.3294927312094034,5304.246505777462,0.9048374180359595
2qfbqL75vew,nio pod afet produçã global aliment,5111,3.169014084507042,7,7,15,0.7922535211267606,4835.331555096893,0.9048374180359595
eq8DIDD0yLo,dron inspir abelh naveg sozinh gps,1907,9.224318658280922,7,7,15,2.3060796645702304,5969.59358384933,0.9048374180359595
sGzGM_c_npc,ste machin pro brasileirinh,13641,7.125054977276059,1,1,3,7.12505497727606,9203.60755652585,1.0
I1UDnQJVJLM,pré vend gta prec shorts,10926,6.67154754278393,13,13,2,6.67154754278393,2927.6741657433577,1.0
cH4Z6ETK0aQ,pra ste machin,111938,8.7529815345858,13,13,2,2.1882453836464504,2459.3310464816045,0.9048374180359595
CgEdQlEQx3Y,sext jog adren shorts,7082,4.320203303684879,13,13,2,1.0800508259212198,15262.244252131148,0.9048374180359595
pn8GguKEyHo,frequênc entend tud memór ddr5,18743,11.886470337174565,13,13,2,1.9810783895290935,4440.959316741803,0.8464817248906141
GHk3cIBXURw,ambient occlusion jog,28041,9.892304400542043,13,13,2,1.6487174000903402,10371.618422391952,0.8464817248906141
QQJsKfDLio0,aind rei vam retest amd ryzen 5800x3d viv,16355,6.908779652726828,1,1,3,0.8635974565908535,3609.3145190850687,0.7918895663367816
F9aVPFY8q1Y,ryzen 9950x3d2 dual edition,16879,7.150473933649288,13,13,2,0.8938092417061612,15812.834102286453,0.7918895663367816
GmK41WqVly8,msi mpg oled 322urdx36 shorts,25327,7.584491471888819,13,13,2,0.9480614339861024,5084.267743550711,0.7918895663367816
AVI9Q19Nln4,human minor internet shorts,9480,7.994937242906866,13,13,2,0.9993671553633584,5074.780442554644,0.7918895663367816
olf8umN2Df0,gam shorts,29771,10.288190245868602,13,13,2,1.2860237807335753,6421.713869502545,0.7918895663367816
TAf68MEJyaQ,process set mil rea amd ryzen 9950x3d2 dual edition,38597,10.088605627234571,13,13,2,0.9171459661122339,3748.178086202186,0.7165313105737893
VCGTBY2UCF4,lind control resonant tal,30565,9.63161682915658,13,13,2,0.7408936022428138,3160.8952606143775,0.6703200460356393
DJaKdjRB-CA,sobr nad pro gam,64040,9.781233897034712,13,13,2,0.6113271185646695,2894.5878168334257,0.6065306597126334
e4i5fL3Z-Zo,xbox seri x25 grac shorts,21541,5.482313619905301,13,13,2,0.32248903646501775,8280.886545503514,0.5866462195100318
HyPbPSUphpc,gabinet font fan inov cool mast computex 2026,17871,9.528871978513877,13,13,2,0.5015195778165198,8358.858275836064,0.5488116360940264
HHgdeRHrbr8,novidad corsa computex 2026,18445,9.346199718096065,13,13,2,0.46730998590480316,10125.495536241217,0.530819450562014
mOvRiIDnd-8,plac mã absurd gigabyteaorus computex 2026,18011,9.532533866311349,13,13,2,0.45393018411006425,3921.494877569357,0.513417119032592
mV_POiJWUsU,coug reinvent gabinet cadeir,37190,9.52918716893872,13,13,2,0.4331448713153964,8529.39666278528,0.4965853037914095
e3KxbCxA9dU,msi computex gabinet espelh coolers amoled monitor,37348,6.591876623202763,13,13,2,0.2866033314435984,7337.143346051579,0.4803053010897994
RmAEEqnkXws,stand asrock insan computex 2026,11707,11.795353604373078,13,13,2,0.5128414610596991,11789.1165066987,0.4803053010897994
M158HQFg1rI,chip vai mud sempr,60380,9.024361968168796,13,13,2,0.37601508200703315,5950.645318756461,0.46455902036091146
ct9pq2uwKLs,rtx spark poder nvid computex2026,24339,5.760065735414955,13,13,2,0.2400027389756231,5465.357173175569,0.46455902036091146
vPb4HNhuvac,nov rtx astral surreal anos asus rog,25001,9.067274618030558,13,13,2,0.37780310908460657,4818.9263850645575,0.46455902036091146
KlcEd0eHwbc,nov intel arc bom,25214,9.498314495340075,13,13,2,0.37993257981360296,5801.674305114754,0.44932896411722156
9G5V64GfeQU,review amd radeon 9070 gre,32300,10.182347295749356,13,13,2,0.4072938918299744,4695.751197882512,0.44932896411722156
yAvnbnDc1fg,tecl definit corsa galleon 100,18386,8.489693805405993,13,13,2,0.3144331039039257,1880.8045762649535,0.4203503845086819
C3dh_bgv-OU,duas oled notebook gam,9409,10.765143464399577,13,13,2,0.3712118435999853,2834.347203130554,0.39324072086859824
5zG_4-wFtJs,007 first light anális performanc,46451,9.612072677172137,13,13,2,0.31006686055393984,3792.1038170662196,0.36787944117144233
KHwnMkjvxbk,gui gam atualiz 2026,121772,8.520772256575759,13,13,2,0.2662741330179925,2686.9150864836797,0.3558189185373419
KYmLSm7JV_4,oledezã monitor msi 491cqp,25131,8.276301130033424,8,8,0,0.24342062147157126,4527.676613628912,0.33287108369807955
yvo28r2g814,control ste grit shorts,255031,3.5344584209040435,8,8,2,0.09817940058066787,19052.10841722006,0.3114032239145977
6sGC2dbQusM,100000 viv hor test,19556,6.729048422559697,1,1,3,0.18691801173776937,5029.6579134270105,0.3114032239145977
oifFnoRBjms,plac víd compr gui atualiz 2026,97733,8.004379233429512,13,13,0,0.22234386759526428,2680.572798620908,0.3114032239145977
NAeAGwiyu6M,memór ram sempr melhor shorts,8660,8.832698302736404,8,8,2,0.23872157574963254,4586.253860532786,0.30119421191220214
wYo0dDukeSg,gui process semestr 2026 shorts,9197,8.143074581430746,8,8,2,0.22008309679542556,10275.903966666665,0.30119421191220214
Zb3dN8_5HEU,memor cach entend shorts,12951,9.141445336627548,8,8,2,0.24706609017912298,10072.593260712267,0.30119421191220214
-QIJ3Sil--8,forz horizon anális complet,62592,8.989823143162974,8,8,2,0.23657429324113086,3215.893656421432,0.291319891133471
sZvi90_Wl70,ste controll esgot minut shorts,18377,5.794972249428665,8,8,2,0.1485890320366324,6481.400083893443,0.28176928909495835
qwUR750usKY,nov mod xbox shorts,14363,11.507936507936508,8,8,2,0.29507529507529506,15226.681014359441,0.28176928909495835
BJ2QqCfBevs,gabinet noctu antec shorts,7646,3.713874722113247,8,8,2,0.09522755697726275,6294.182608494784,0.28176928909495835
Tt8qh_KU3nM,volt disput,46981,11.685326295176877,8,8,2,0.2850079584189482,2830.6465516921676,0.26359713811572677
vUaJ0WmZoCE,test viv pap gal,13650,6.863966009816131,1,1,3,0.15962711650735187,21294.55210976155,0.2465969639416065
Em1-9mjr4Hk,forz horizon pra plac velh,167038,7.575476385754225,8,8,2,0.17617386943614477,3163.706352074576,0.2465969639416065
rvN2qlFhlHQ,process compr gui atualiz 2026 primeir semestr,61965,8.48529838943937,0,0,0,0.1928476906690766,3398.073539688794,0.23851255385430242
PAe1Ow544gk,troc papel pared usar mous shorts,118841,1.6702849161071005,8,8,2,0.036310541654502176,4437.357948529187,0.22313016014842982
